epoch,train_loss,val_loss,lr,grad_norm,time_sec,best_val,early_cnt,adj_entropy_mean,adj_max_mean,adj_diag_mean,val_overall_rmse,val_overall_mae,val_overall_r2,val_overall_mape
1,0.2754272362081016,0.1842101673577346,0.00010554159547831738,0.1781894415616989,66.2625424861908,0.1842101673577346,0,0.8198534846305847,0.7095071077346802,0.5897909998893738,181.7976632186178,92.75189113269073,0.5733116223087646,0.23121234247272288
2,0.14947938475666978,0.14920599787842995,0.00012202989622240137,0.575606107711792,58.9850115776062,0.14920599787842995,0,0.683292806148529,0.7888609766960144,0.6668021082878113,160.8605434244634,81.4031335166918,0.6659332259035773,0.20173597178275687
3,0.11256347033308774,0.10759912621156842,0.0001490588067084808,0.5740446448326111,59.11225175857544,0.10759912621156842,0,0.5919185876846313,0.8262760043144226,0.700501561164856,107.22526664427627,60.24220157920231,0.851567675015986,0.17164823685573244
4,0.09490410153095315,0.0960635978582443,0.00018596262343373987,0.9453555345535278,59.25170826911926,0.0960635978582443,0,0.5445781350135803,0.8395222425460815,0.7261615991592407,104.67333849854272,53.59973532644247,0.8585488859478474,0.14736463002070802
5,0.08255024270676985,0.08918981140881192,0.00023183243073641297,0.7054835557937622,59.13019251823425,0.08918981140881192,0,0.4986993074417114,0.8522006273269653,0.7463163733482361,101.75562251410132,50.165613703731836,0.866324735722377,0.13345067988087664
6,0.07576841165016338,0.08411955267337023,0.00028553848676432275,0.7682515382766724,59.09635782241821,0.08411955267337023,0,0.46462708711624146,0.8595298528671265,0.7609627842903137,98.6654426288233,47.74544518162352,0.8743205251349512,0.13310842679537815
7,0.07150219960547075,0.08428843611595678,0.0003457580482408363,0.7068371176719666,59.126065731048584,0.08411955267337023,1,0.4405733644962311,0.8643766641616821,0.7707784175872803,99.52160459524329,48.64326990222338,0.8721299133556637,0.13186710323601197
8,0.06813895281676839,0.07096296358926624,0.00041100794872335543,0.33316323161125183,59.25696921348572,0.07096296358926624,0,0.4249826669692993,0.8639234304428101,0.7816312313079834,74.29644592531419,39.40558853939904,0.9287359830487844,0.10985243411475183
9,0.06530933272911281,0.07644217895964782,0.00047968112797421546,0.3120894730091095,59.060969829559326,0.07096296358926624,1,0.42323970794677734,0.8568515777587891,0.7911968231201172,87.60738342318531,43.60947451810111,0.9009132374131191,0.12226176616258679
10,0.06541115957789305,0.06863016653440747,0.0005500862127506687,0.2840120494365692,59.091556549072266,0.06863016653440747,0,0.4201045632362366,0.8509902954101562,0.7978676557540894,76.09427341521699,38.80935605670696,0.9252453574144316,0.10591556812460187
11,0.06236805202575719,0.06853292995662082,0.0006204891741662808,0.306200236082077,59.162885665893555,0.06853292995662082,0,0.4101909399032593,0.8535722494125366,0.8001221418380737,75.42225439194569,37.84420070236315,0.926559903440926,0.10436031630468365
12,0.06403622695403854,0.06504272647640284,0.0006891560356315366,0.6586611866950989,59.11954307556152,0.06504272647640284,0,0.4075922966003418,0.848405122756958,0.805077075958252,72.87759879135155,37.232613353662366,0.9314318661296401,0.10459098122406998
13,0.06098819549490766,0.07699567631033122,0.0007543955795064086,0.290682852268219,59.0730094909668,0.06504272647640284,1,0.40794041752815247,0.8479820489883423,0.8054155111312866,99.38738125164905,46.96737830693701,0.872474593825775,0.12508888669057816
14,0.0639549261549624,0.05708869396909779,0.0008146010006293662,0.6074776649475098,59.08847093582153,0.05708869396909779,0,0.4100210964679718,0.8370431661605835,0.8117896318435669,56.05029585620623,32.65777831705335,0.9594407384853395,0.09434436179231559
15,0.05523334596215225,0.04770813845828468,0.0008682894808250086,0.11980896443128586,59.10488295555115,0.04770813845828468,0,0.30753785371780396,0.9210538268089294,0.9210538268089294,44.514096476761615,26.72519544068353,0.9744183032889631,0.07774042687128178
16,0.053021473174051544,0.044859179587779095,0.0009141387096973804,0.09955217689275742,65.39190006256104,0.044859179587779095,0,0.21279872953891754,0.9578849077224731,0.9578849077224731,42.38051910342151,24.476649147702243,0.9768118145966402,0.07004172886855783
17,0.05109058294172694,0.0454603846312738,0.0009510194522269109,0.2700131833553314,59.059680461883545,0.044859179587779095,1,0.18861673772335052,0.9649270176887512,0.9649270176887512,43.38303600319424,25.085379477716863,0.9757017999789891,0.07271606887255025
18,0.049751755077301,0.041918838086227574,0.0009780233610534282,0.14663323760032654,65.53343963623047,0.041918838086227574,0,0.186970055103302,0.9655752182006836,0.9655752182006836,40.44797843618077,22.52027823176555,0.9788783490279347,0.0629477876069974
19,0.04953474937597426,0.04314365075426359,0.0009944853484478216,0.13628405332565308,59.119893312454224,0.041918838086227574,1,0.18873944878578186,0.9652344584465027,0.9652344584465027,40.63901765560979,23.629364435192233,0.9786783591720979,0.06880576799068752
20,0.04907461860921325,0.04196396705639713,0.000999999999547423,0.11485934257507324,59.10952639579773,0.041918838086227574,2,0.19137173891067505,0.9646028280258179,0.9646028280258179,38.76767990702203,21.794162105940824,0.980596778464149,0.06107997865800022
21,0.04880912052240313,0.04381111569191311,0.0009999235521837768,0.2822395861148834,59.01731276512146,0.041918838086227574,3,0.19397273659706116,0.9639755487442017,0.9639755487442017,40.96787861681195,23.29017317546432,0.9783318829758187,0.064636294030615
22,0.04839619721581296,0.042123725345613906,0.0009996949755681109,0.23241454362869263,59.15075945854187,0.041918838086227574,4,0.1981651335954666,0.9629737138748169,0.9629737138748169,40.07574291102699,22.49206504989027,0.9792653177616023,0.06468200916409082
23,0.04817026079427905,0.045502675660685,0.0009993143393270765,0.1552453339099884,58.94165349006653,0.041918838086227574,5,0.20089353621006012,0.9623531699180603,0.9623531699180603,39.20685632919741,22.772956812595925,0.9801546728427057,0.06838101900861712
24,0.049806220329752786,0.04178852111320285,0.0009987817594061602,0.14278529584407806,58.98119378089905,0.04178852111320285,0,0.195196270942688,0.9636737108230591,0.9636737108230591,40.48018550762411,22.20067840701787,0.9788446990220566,0.061488877618109596
25,0.049806817284807924,0.042393656009260344,0.0009980973980343649,0.18600153923034668,59.08066129684448,0.04178852111320285,1,0.1997559815645218,0.9626621007919312,0.9626621007919312,39.02741695383238,21.71884736072274,0.9803359107429083,0.06153722805064197
26,0.04806497960192401,0.04345782349507014,0.0009972614636747942,0.1337856501340866,59.04436111450195,0.04178852111320285,2,0.20266351103782654,0.961940586566925,0.961940586566925,40.278500654678105,22.92857913637226,0.9790549784312008,0.06447234847022844
27,0.04796482851592506,0.04158887986605074,0.0009962742109611517,0.172026589512825,58.993715047836304,0.04158887986605074,0,0.20569951832294464,0.9611786603927612,0.9611786603927612,40.193635662674474,22.08613360149608,0.9791431458904515,0.06028107467922016
28,0.04757283646159056,0.04159792698919773,0.000995135940620178,0.16311383247375488,59.01246953010559,0.04158887986605074,1,0.20728564262390137,0.9608138203620911,0.9608138203620911,39.397694106701515,21.77343512940214,0.9799610100195305,0.061906718457713006
29,0.04686007492425965,0.04338662770083722,0.0009938469993800451,0.13152877986431122,58.93849730491638,0.04158887986605074,2,0.21205377578735352,0.9596527218818665,0.9596527218818665,39.80696420504164,22.39390660417941,0.979542510502705,0.06256975153933815
30,0.047119858452096215,0.04129275858548342,0.0009924077798647416,0.1599806845188141,58.97116184234619,0.04129275858548342,0,0.21385061740875244,0.9591976404190063,0.9591976404190063,37.64055053851388,21.341986574035072,0.9817086333993382,0.06075501468833851
31,0.047745241224765776,0.04294341433720261,0.0009908187204744738,0.14700806140899658,59.117830991744995,0.04129275858548342,1,0.2159689962863922,0.9587028622627258,0.9587028622627258,40.092278019335865,22.849825232877325,0.9792482041202303,0.0655834902538233
32,0.046442314728004176,0.0423983217527469,0.000989080305252125,0.12071926146745682,59.053000926971436,0.04129275858548342,2,0.21711651980876923,0.9584004282951355,0.9584004282951355,39.51454061707629,21.84202740137131,0.9798419696382024,0.06142473239659464
33,0.046301840064002245,0.04189797823189521,0.0009871930637358128,0.08055692911148071,59.03597545623779,0.04129275858548342,3,0.21884557604789734,0.9579511880874634,0.9579511880874634,39.8759732695811,21.78788969707547,0.97947151910997,0.06233151460620241
34,0.046019183462712825,0.041374760205108746,0.0009851575707975854,0.1664591133594513,59.20490765571594,0.04129275858548342,4,0.21993765234947205,0.9576674699783325,0.9576674699783325,38.52382070242013,21.438626534293913,0.9808401137624566,0.05931976140645857
35,0.046055044869824154,0.040649640720848944,0.0009829744464683093,0.2314467430114746,59.04610061645508,0.040649640720848944,0,0.21985077857971191,0.9577231407165527,0.9577231407165527,40.203120474854735,21.689399590957034,0.9791333012132227,0.05996479396072936
36,0.045983123688436135,0.04200946280331004,0.0009806443557488042,0.19844339787960052,59.28018593788147,0.040649640720848944,1,0.22270356118679047,0.9570313692092896,0.9570313692092896,40.106152858323604,22.65823462020578,0.979233838378859,0.06331897691018125
37,0.04576330671041477,0.04082330413089663,0.0009781680084072753,0.13963909447193146,59.148664712905884,0.040649640720848944,2,0.22235490381717682,0.9570908546447754,0.9570908546447754,39.28239746451498,21.673955372548384,0.9800781258861582,0.05973696612899053
38,0.04586916090693416,0.04105546327271298,0.0009755461587631117,0.10009312629699707,59.10774207115173,0.040649640720848944,3,0.22205743193626404,0.9571930170059204,0.9571930170059204,38.59573367761551,21.734604493012256,0.9807685149220668,0.061450821761504855
39,0.04553870224371189,0.04164654040234346,0.0009727796054571133,0.21306440234184265,59.05991721153259,0.040649640720848944,4,0.22462299466133118,0.9565596580505371,0.9565596580505371,37.98645917128323,21.576784863422404,0.9813709011365274,0.06180474917185044
40,0.04555666871005442,0.040963273258039765,0.0009698691912082173,0.19446958601474762,59.16865539550781,0.040649640720848944,5,0.22218412160873413,0.9571252465248108,0.9571252465248108,37.347858474298135,21.310399519342145,0.9819919938975008,0.060808568523888114
41,0.04596461081286756,0.04086923173756576,0.000966815802556798,0.11179637908935547,59.102561950683594,0.040649640720848944,6,0.22350730001926422,0.9567734599113464,0.9567734599113464,38.60193680938287,21.361071950170114,0.9807623326313692,0.059446319906714756
42,0.04521944488330585,0.04167416191422472,0.0009636203695946172,0.1406426876783371,59.13880920410156,0.040649640720848944,7,0.22891384363174438,0.9554624557495117,0.9554624557495117,38.157169702713325,21.32284766301762,0.9812030871689811,0.06108694320735957
43,0.04589978346555698,0.04165964129873935,0.0009602838656815101,0.15911181271076202,59.10322690010071,0.040649640720848944,8,0.21588630974292755,0.9586767554283142,0.9586767554283142,39.342576341561866,21.58612059007015,0.9800170402904453,0.06074093338085747
44,0.0451814783691633,0.040987028612517844,0.00095680730714889,0.11415836215019226,59.09387016296387,0.040649640720848944,9,0.22520016133785248,0.9563547968864441,0.9563547968864441,38.95139797899238,21.805075609849396,0.9804124409449195,0.06079317602668453
45,0.045319633095002754,0.04103379033725051,0.0009531917529901643,0.11515966802835464,59.15067267417908,0.040649640720848944,10,0.2271209955215454,0.9558922648429871,0.9558922648429871,38.816802204476005,21.228952302724892,0.9805475758977152,0.05947357989991002
46,0.04512655062646401,0.04084413723253152,0.0009494383045381543,0.17786526679992676,59.093783378601074,0.040649640720848944,11,0.22523654997348785,0.9563483595848083,0.9563483595848083,39.35451267106086,21.86091883170974,0.9800049130025563,0.060317785361621926
47,0.04487787371546757,0.04379163527240356,0.000945548105129619,0.17184148728847504,59.04388999938965,0.040649640720848944,12,0.22739943861961365,0.9558209180831909,0.9558209180831909,42.869753826952504,23.587096279125717,0.9762733622525194,0.06552894841558238
48,0.04502430126616141,0.04395659229553798,0.0009415223397569834,0.17613822221755981,59.15820908546448,0.040649640720848944,13,0.22932465374469757,0.955340564250946,0.955340564250946,37.88369629258107,21.949117373363602,0.9814715575509592,0.06498389275290371
49,0.04487274550810093,0.042134965970820074,0.0009373622347073784,0.2099115550518036,59.13937735557556,0.040649640720848944,14,0.2299313247203827,0.9551956653594971,0.9551956653594971,39.631066915587404,21.79120596705135,0.9797229043990406,0.06012199200811231
50,0.04500076066611743,0.040917095801263466,0.0009330690571891022,0.3055374026298523,59.13550019264221,0.040649640720848944,15,0.23178908228874207,0.9547570943832397,0.9547570943832397,39.44569744512726,21.70483556263998,0.9799121480509838,0.060042593853988156
51,0.04485709047535571,0.04256862736142734,0.0009286441149456156,0.13149479031562805,58.94597315788269,0.040649640720848944,16,0.2280709147453308,0.9556316137313843,0.9556316137313843,38.557807296831484,21.741570786951993,0.9808062922715837,0.06244277995254132
52,0.0458583851413029,0.04219121542558366,0.0009240887558571914,0.18068444728851318,59.26170110702515,0.040649640720848944,17,0.22520971298217773,0.9563471674919128,0.9563471674919128,39.18768818333886,21.62254036369296,0.9801740727728845,0.06120276943886216
53,0.04530953962991877,0.042157308216772826,0.0009194043675303366,0.15918231010437012,59.11178016662598,0.040649640720848944,18,0.22449146211147308,0.9565162658691406,0.9565162658691406,38.72604856827216,21.912563110284562,0.9806384290537743,0.06167996633774333
54,0.04452180337251686,0.04133617131076023,0.0009145923768751143,0.23124678432941437,59.030709981918335,0.040649640720848944,19,0.2311268299818039,0.9548578262329102,0.9548578262329102,39.05432322611857,21.821064985178996,0.9803087877733266,0.06195683616848429
55,0.04480371151755496,0.04234496511372866,0.0009096542496704931,0.23024813830852509,59.00447106361389,0.040649640720848944,20,0.22987604141235352,0.9551956653594971,0.9551956653594971,38.91785409901519,21.955113045148863,0.9804461629600687,0.06261910804890149
